ip,device
10812,1
10813,9
10815,1
10825,2
10826,17
10827,3
10831,4
10833,11
10841,4
10843,2
10847,4
10853,12
10859,1
10862,1
10874,11
10875,2
10877,6
10878,11
10888,3
10889,1
10897,11
10907,1
10908,11
10920,5
10923,10
10928,1
10933,1
10934,4
10937,11
10944,2
10949,1
10950,19
10953,14
10958,1
10959,5
10960,9
10962,1
10967,27
10973,13
10977,2
10980,1
10985,4
10987,30
10991,8
10998,2
11000,19
11002,3
11006,28
11011,6
11019,2
11020,26
11024,5
11031,1
11032,2
11034,4
11036,5
11037,7
11039,9
11040,10
11042,39
11044,7
11045,13
11050,17
11051,35
11053,12
11057,12
11072,8
11073,16
11075,4
11081,2
11082,22
11083,5
11089,29
11090,3
11093,27
11102,8
11105,6
11107,5
11108,12
11109,39
11110,12
11116,5
11119,34
11120,15
11126,2
11128,5
11130,17
11133,12
11134,16
11139,1
11140,4
11141,13
11143,7
11144,28
11147,12
11149,7
11152,6
11154,7
11160,6
11161,22
11163,14
11170,5
11173,5
11174,7
11177,2
11178,26
11185,10
11190,15
11196,11
11198,1
11200,11
11202,1
11206,3
11217,1
11218,9
11221,14
11222,5
11228,2
11229,3
11232,3
11245,21
11250,7
11253,10
11254,3
11255,2
11257,3
11259,10
11260,4
11272,16
11279,5
11281,11
11282,2
11286,6
11287,18
11298,16
11302,1
11308,1
11309,16
11311,1
11317,2
11320,8
11327,3
11333,2
11335,4
11337,1
11347,12
11350,3
11366,1
11370,16
11379,2
11382,4
11388,4
11407,10
11408,33
11415,8
11421,9
11427,22
11431,2
11432,4
11434,1
11437,3
11438,5
11441,8
11448,15
11450,47
11461,47
11467,11
11469,6
11473,8
11474,1
11483,9
11485,1
11490,1
11492,9
11494,5
11505,33
11506,8
11507,4
11509,1
11518,6
11519,11
11522,4
11532,9
11537,2
11540,2
11547,2
11549,22
11550,1
11560,7
11567,5
11568,8
11574,23
11580,9
11582,6
11587,2
11588,2
11590,7
11591,4
11593,1
11594,21
11597,2
11599,17
11600,11
11607,21
11611,3
11616,5
11632,16
11642,12
11643,13
11644,3
11645,13
11651,8
11660,1
11667,7
11668,1
11675,3
11678,19
11680,1
11688,3
11694,14
11698,16
11709,10
11712,4
11716,57
11719,2
11720,2
11729,7
11742,16
11744,1
11746,4
11749,6
11751,11
11752,39
11764,3
11773,8
11777,38
11781,9
11782,10
11786,11
11788,2
11793,14
11796,1
11797,46
11805,11
11810,1
11814,3
11816,5
11825,10
11827,29
11829,7
11830,1
11834,5
11837,12
11838,3
11846,6
11848,4
11851,2
11852,7
11862,4
11865,40
11869,2
11870,1
11873,3
11877,8
11881,14
11884,7
11889,8
11898,6
11900,1
11901,2
11902,10
11905,44
11907,24
11908,15
11911,15
11915,6
11917,15
11918,1
11924,23
11926,50
11930,2
11931,10
11938,23
11944,15
11947,24
11958,3
11965,28
11967,7
11968,19
11975,9
11977,19
11991,8
11996,1
11997,20
11999,6
12002,1
12003,5
12004,6
12020,6
12023,5
12031,67
12035,2
12036,1
12037,9
12051,4
12053,6
12058,75
12059,10
12062,10
12070,3
12076,5
12080,13
12087,10
12091,12
12100,5
12103,8
12109,9
12114,3
12118,6
12125,2
12129,44
12131,11
12134,8
12140,8
12144,3
12148,49
12164,9
12167,21
12171,8
12174,3
12175,4
12177,5
12182,6
12184,19
12187,2
12188,5
12191,17
12192,4
12193,5
12207,10
12211,8
12213,44
12214,13
12223,25
12224,2
12226,1
12239,3
12244,14
12252,7
12262,6
12263,1
12271,4
12272,1
12274,7
12276,8
12279,2
12281,1
12282,9
12284,5
12293,2
12300,11
12307,3
12309,2
12313,8
12315,14
12333,4
12340,10
12342,18
12350,7
12356,1
12358,4
12359,5
12364,4
12374,2
12379,8
12380,2
12389,14
12399,3
12402,15
12410,2
12413,8
12425,9
12426,5
12429,29
12432,12
12441,4
12448,4
12450,41
12452,4
12457,3
12461,7
12470,4
12479,92
12480,6
12491,25
12499,6
12500,1
12505,98
12506,33
12507,7
12511,1
12513,0
12514,1
12519,8
12523,2
12524,91
12529,28
12531,4
12537,8
12539,5
12540,14
12544,5
12548,37
12549,6
12555,1
12558,1
12560,3
12562,11
12579,6
12593,1
12604,2
12607,10
12610,6
12611,4
12625,8
12626,1
12634,11
12647,3
12649,4
12652,1
12654,6
12656,17
12664,5
12674,2
12679,4
12689,1
12691,2
12694,4
12698,7
12700,1
12704,1
12708,4
12711,13
12717,3
12725,5
12729,1
12730,3
12735,1
12738,12
12740,1
12747,4
12759,1
12767,5
12769,9
12775,1
12779,9
12782,3
12787,6
12788,11
12790,37
12805,3
12806,3
12810,8
12814,5
12815,2
12822,6
12825,4
12828,28
12830,4
12835,9
12840,17
12841,11
12843,17
12848,2
12851,18
12862,8
12867,1
12870,2
12872,8
12874,15
12878,6
12879,3
12880,4
12884,2
12893,3
12897,4
12898,12
12901,2
12903,5
12916,15
12920,4
12924,41
12929,2
12933,6
12938,15
12940,1
12942,1
12948,56
12952,1
12955,2
12957,4
12960,7
12965,1
12969,1
12971,36
12974,8
12979,7
12983,6
12988,13
12998,1
13001,39
13005,1
13008,1
13012,9
13014,3
13016,11
13019,3
13020,4
13026,3
13028,5
13033,4
13034,44
13045,6
13048,16
13051,9
13056,1
13058,11
13067,6
13069,5
13073,43
13076,9
13078,5
13080,5
13082,2
13088,12
13091,1
13100,3
13101,4
13102,4
13104,47
13105,3
13111,1
13112,9
13121,6
13126,13
13128,3
13135,50
13140,3
13142,10
13143,1
13145,8
13149,12
13157,1
13169,4
13170,7
13177,26
13178,4
13185,15
13186,13
13195,1
13206,3
13209,11
13212,29
13214,1
13219,19
13222,3
13226,1
13229,1
13232,3
13234,5
13236,1
13242,6
13255,7
13264,8
13270,9
13284,1
13285,1
13291,9
13300,1
13310,1
13313,6
13315,2
13319,5
13325,12
13328,2
13331,6
13333,8
13334,3
13338,5
13339,1
13344,6
13346,17
13349,3
13353,1
13368,6
13370,1
13371,1
13374,9
13380,2
13381,3
13382,1
13383,1
13385,12
13392,6
13396,6
13397,9
13402,2
13403,3
13410,1
13411,3
13412,10
13414,8
13422,5
13427,15
13430,1
13433,8
13437,6
13447,3
13454,4
13455,2
13456,1
13457,2
13459,9
13467,3
13472,2
13473,2
13475,10
13479,18
13481,1
13483,13
13487,10
13488,4
13496,6
13504,3
13510,9
13515,3
13516,12
13523,2
13526,1
13527,1
13530,3
13531,12
13536,5
13551,2
13552,1
13559,8
13566,3
13570,1
13573,31
13578,2
13579,3
13589,2
13591,7
13596,16
13597,186
13608,34
13618,5
13628,7
13631,8
13634,221
13637,3
13639,47
13643,8
13644,1
13647,5
13657,2
13658,1
13661,5
13669,24
13671,8
13674,2
13679,11
13684,5
13686,3
13688,4
13693,4
13703,20
13706,7
13712,8
13714,31
13716,2
13718,1
13722,4
13727,6
13728,27
13730,4
13732,8
13737,10
13739,2
13743,1
13746,23
13751,6
13756,45
13762,12
13772,1
13775,7
13776,12
13784,56
13785,5
13791,10
13802,10
13803,10
13807,2
13812,10
13831,11
13839,1
13843,1
13852,3
13853,1
13861,3
13865,6
13870,15
13885,10
13886,19
13887,6
13896,3
13900,14
13908,5
13909,31
13911,1
13912,4
13917,1
13918,5
13923,9
13936,32
13938,1
13941,12
13942,4
13945,2
13957,33
13958,2
13959,3
13962,3
13963,5
13965,2
13966,2
13968,4
13969,3
13974,13
13984,27
13986,9
13989,2
13990,2
13993,10
13997,1
13999,3
14002,7
14004,8
14010,7
14013,1
14015,29
14021,8
14025,42
14028,6
14030,1
14034,13
14035,29
14041,3
14044,23
14045,4
14047,4
14050,9
14058,32
14061,1
14062,11
14063,27
14074,22
14079,2
14080,4
14084,7
14085,32
14087,19
14093,7
14094,5
14103,1
14105,1
14110,2
14111,1
14112,28
14116,24
14121,3
14122,8
14128,2
14130,3
14132,4
14134,6
14135,8
14137,24
14139,7
14145,2
14152,4
14161,2
14166,4
14170,17
14175,2
14182,5
14187,48
14188,2
14192,2
14193,40
14200,22
14205,1
14211,5
14212,2
14217,40
14223,16
14225,5
14230,38
14236,36
14237,7
14240,4
14247,7
14253,3
14256,7
14264,7
14266,5
14267,6
14269,19
14271,51
14275,8
14285,3
14290,50
14292,4
14299,19
14300,8
14301,2
14304,12
14311,1
14314,11
14316,4
14320,36
14323,4
14324,12
14325,13
14327,1
14330,1
14332,2
14334,7
14341,8
14342,6
14344,1
14348,43
14354,11
14356,6
14357,5
14362,4
14363,3
14365,13
14367,1
14370,5
14374,42
14375,2
14381,13
14384,2
14385,15
14386,4
14388,14
14390,1
14397,2
14402,11
14403,3
14404,2
14408,3
14410,19
14414,8
14416,9
14422,3
14424,6
14426,3
14429,2
14430,14
14435,2
14436,1
14442,14
14448,10
14450,7
14456,8
14461,7
14463,1
14468,11
14469,1
14470,4
14471,1
14475,48
14477,11
14488,4
14489,10
14492,7
14495,1
14503,2
14512,2
14516,66
14517,4
14523,7
14525,3
14531,9
14534,1
14536,1
14537,1
14540,4
14543,3
14544,2
14545,5
14551,15
14556,10
14559,8
14562,10
14563,6
14567,6
14569,2
14570,9
14571,2
14574,8
14584,3
14587,2
14589,1
14590,5
14591,62
14597,12
14611,11
14615,61
14617,10
14618,1
14633,2
14636,13
14637,6
14639,4
14642,5
14645,66
14650,8
14661,4
14662,1
14664,7
14668,10
14672,64
14690,9
14692,232
14693,8
14699,1
14700,2
14705,2
14710,12
14721,7
14733,7
14736,2
14737,190
14742,12
14751,45
14754,22
14757,2
14759,5
14760,2
14764,201
14771,6
14777,10
14782,46
14785,4
14789,4
14792,196
14797,3
14800,7
14808,3
14809,17
14816,11
14825,4
14829,2
14833,1
14838,5
14839,22
14849,17
14850,25
14858,6
14860,1
14863,3
14867,8
14868,19
14870,1
14871,2
14872,38
14874,15
14877,18
14878,1
14879,1
14884,6
14888,12
14893,13
14895,51
14897,14
14901,4
14903,20
14909,2
14910,25
14913,1
14914,14
14915,6
14918,5
14921,8
14922,31
14925,1
14926,35
14932,17
14937,4
14939,27
14940,2
14942,1
14944,11
14945,1
14946,6
14947,16
14949,1
14950,35
14952,1
14955,23
14961,1
14966,20
14967,7
14969,3
14970,5
14972,7
14973,12
14977,22
14990,7
14992,7
14997,1
14999,3
15000,19
15010,11
15015,1
15018,1
15019,7
15026,14
15027,1
15030,45
15034,16
15035,4
15038,1
15044,5
15046,36
15049,14
15053,16
15057,9
15059,11
15069,1
15075,13
15080,20
15081,2
15092,28
15097,8
15109,7
15111,11
15114,15
15117,3
15118,5
15136,7
15142,4
15143,11
15145,12
15148,7
15150,8
15159,1
15168,1
15171,9
15173,9
15176,9
15179,9
15183,15
15187,13
15190,2
15192,11
15193,3
15198,4
15214,26
15217,15
15218,12
15220,4
15221,7
15223,6
15225,12
15229,3
15233,10
15238,2
15240,8
15251,11
15252,6
15258,4
15261,11
15262,2
15266,4
15268,7
15270,3
15276,27
15279,2
15286,7
15290,5
15298,9
15300,3
15304,1
15305,24
15307,2
15311,17
15315,4
15319,19
15322,8
15324,3
15331,2
15333,43
15335,37
15337,6
15339,8
15343,13
15347,8
15348,17
15350,4
15360,37
15365,25
15367,12
15371,8
15372,17
15373,4
15380,2
15382,41
15391,4
15400,3
15401,16
15403,12
15404,21
15411,2
15415,26
15431,20
15437,11
15444,23
15448,26
15453,1
15459,13
15461,1
15472,1
15474,37
15479,11
15487,8
15488,38
15490,8
15494,3
15517,11
15518,49
15520,8
15522,1
15530,40
15538,3
15539,7
15540,43
15547,3
15548,1
15564,1
15565,11
15572,47
15593,10
15595,1
15596,15
15604,5
15609,51
15610,3
15612,1
15615,1
15616,36
15627,15
15630,53
15631,9
15637,4
15643,31
15651,39
15652,2
15654,9
15659,1
15660,5
15661,41
15663,1
15667,1
15680,46
15682,7
15683,3
15686,3
15687,15
15688,5
15695,2
15696,40
15697,4
15708,4
15714,11
15719,37
15727,5
15733,1
15740,7
15742,6
15749,8
15759,43
15760,2
15768,4
15769,30
15770,6
15773,6
15781,2
15787,1
15795,3
15800,33
15801,7
15807,2
15815,2
15819,22
15820,9
15822,1
15823,7
15824,2
15826,16
15829,6
15834,2
15843,18
15846,1
15847,7
15851,15
15852,1
15853,5
15857,2
15860,4
15863,4
15866,4
15872,2
15877,31
15878,5
15879,43
15883,2
15884,6
15888,5
15892,9
15898,21
15899,41
15900,3
15901,9
15904,13
15913,5
15914,5
15925,3
15926,28
15927,43
15930,5
15931,2
15932,4
15933,4
15934,1
15936,6
15940,3
15941,1
15949,5
15950,1
15957,17
15959,1
15961,7
15962,8
15963,5
15967,5
15968,1
15970,43
15978,14
15983,37
15985,50
15990,8
15997,6
15999,1
16007,5
16010,43
16011,47
16014,12
16021,6
16025,2
16029,11
16032,38
16033,3
16037,8
16046,5
16050,18
16051,6
16052,1
16055,2
16067,36
16074,4
16076,4
16078,1
16087,5
16088,7
16091,4
16092,2
16095,1
16100,1
16108,3
16115,1
16118,8
16119,4
16122,4
16128,4
16130,4
16143,5
16144,33
16146,4
16148,2
16152,7
16156,2
16158,3
16162,0
16168,2
16170,5
16171,4
16173,7
16179,3
16183,4
16186,4
16187,5
16188,8
16202,1
16204,3
16206,5
16207,3
16212,2
16217,1
16222,6
16225,2
16227,5
16229,9
16236,7
16240,6
16241,4
16244,4
16253,2
16255,5
16256,4
16257,2
16261,14
16263,5
16266,1
16278,5
16279,1
16281,8
16282,2
16284,3
16287,13
16290,6
16291,5
16293,1
16296,1
16297,8
16299,2
16307,10
16310,2
16314,3
16315,1
16317,1
16322,1
16326,5
16328,9
16329,2
16330,3
16331,7
16337,6
16338,3
16340,6
16341,48
16347,5
16348,2
16354,9
16360,1
16362,5
16363,11
16367,3
16373,1
16375,46
16381,1
16382,3
16388,2
16399,39
16400,3
16401,6
16403,1
16408,9
16410,2
16414,6
16422,2
16423,2
16426,62
16435,9
16438,6
16443,1
16444,12
16451,3
16453,48
16455,11
16462,14
16464,60
16469,9
16470,5
16471,6
16473,13
16478,14
16481,24
16482,1
16484,3
16487,5
16492,8
16495,6
16499,10
16502,13
16506,40
16510,6
16512,4
16514,7
16516,3
16520,10
16526,9
16530,2
16531,12
16535,32
16540,9
16544,13
16547,4
16551,5
16554,4
16557,8
16566,56
16568,4
16576,8
16577,6
16579,5
16580,2
16581,9
16585,3
16588,10
16589,2
16591,5
16593,1
16605,36
16609,9
16613,8
16617,6
16626,8
16629,2
16631,4
16632,13
16634,2
16639,12
16642,8
16649,5
16653,1
16654,6
16656,1
16658,5
16659,1
16661,3
16667,6
16668,5
16669,5
16681,6
16693,5
16702,7
16703,7
16704,1
16717,9
16725,15
16732,5
16741,52
16743,1
16745,4
16746,3
16749,1
16760,6
16764,8
16770,3
16771,2
16775,47
16780,4
16782,2
16783,2
16784,10
16798,4
16799,3
16810,2
16811,13
16815,2
16820,8
16821,2
16823,3
16829,3
16831,6
16836,3
16837,1
16856,2
16859,23
16864,1
16871,4
16881,5
16884,20
16904,5
16905,20
16907,3
16909,3
16911,10
16916,4
16917,3
16926,9
16929,17
16936,5
16944,5
16947,23
16952,9
16955,25
16957,1
16965,31
16966,2
16970,9
16972,26
16980,5
16984,17
16987,3
16993,49
16998,7
16999,16
17004,2
17007,11
17008,3
17010,2
17012,15
17013,2
17014,16
17017,1
17026,7
17029,28
17030,47
17034,5
17037,2
17038,3
17041,4
17054,8
17055,8
17059,39
17067,7
17069,1
17071,1
17077,59
17078,5
17084,10
17090,3
17095,8
17102,64
17105,8
17108,3
17109,3
17112,7
17114,11
17115,3
17117,3
17125,2
17129,1
17130,53
17131,14
17133,11
17137,2
17139,2
17144,4
17146,2
17147,17
17149,844
17156,19
17159,35
17165,24
17167,1
17168,9
17177,4
17181,45
17182,1
17183,8
17187,19
17188,6
17191,11
17196,2
17198,10
17204,62
17208,8
17220,5
17224,8
17228,14
17231,75
17235,1
17236,5
17237,8
17241,12
17248,3
17254,7
17255,14
17260,1
17262,65
17263,38
17264,2
17265,2
17267,18
17274,6
17276,5
17277,3
17280,2
17281,2
17282,15
17287,1
17289,77
17292,28
17293,2
17295,11
17306,1
17310,9
17311,2
17317,12
17321,56
17325,1
17326,1
17328,2
17329,57
17334,6
17335,2
17338,7
17340,1
17341,7
17342,2
17346,34
17349,6
17353,3
17357,69
17358,3
17360,2
17362,6
17363,2
17365,1
17376,35
17377,7
17378,2
17380,39
17386,6
17390,1
17391,6
17398,8
17400,5
17401,6
17406,1
17409,5
17411,28
17414,2
17417,3
17420,2
17422,44
17423,13
17426,4
17431,10
17434,1
17437,6
17438,3
17441,1
17445,1
17447,14
17449,1
17450,23
17452,11
17458,3
17459,29
17460,47
17461,10
17462,13
17463,3
17464,7
17477,35
17479,7
17481,4
17485,5
17486,33
17488,8
17491,14
17492,1
17499,3
17500,9
17505,3
17508,6
17511,4
17513,2
17516,8
17517,2
17518,2
17521,4
17527,11
17528,4
17536,1
17537,5
17538,6
17542,1
17544,3
17545,5
17549,5
17550,5
17551,10
17552,14
17560,9
17563,3
17564,2
17565,5
17569,3
17572,12
17578,3
17580,2
17581,4
17587,6
17589,10
17593,3
17598,4
17600,5
17602,4
17609,8
17610,9
17613,6
17617,9
17618,5
17620,2
17623,6
17626,4
17628,3
17629,17
17631,11
17635,7
17637,2
17643,5
17647,9
17653,4
17655,10
17663,3
17668,1
17672,6
17677,7
17686,6
17688,1
17703,29
17706,8
17714,4
17716,5
17717,2
17725,5
17728,27
17730,6
17734,2
17739,6
17740,1
17741,17
17747,3
17749,5
17751,8
17756,22
17757,4
17766,21
17778,5
17780,4
17784,34
17787,3
17788,5
17789,2
17804,8
17806,2
17813,1
17814,25
17816,8
17825,5
17833,3
17835,3
17836,10
17845,21
17851,11
17853,12
17859,1
17860,10
17863,2
17865,53
17873,41
17875,3
17883,2
17886,1
17889,3
17890,4
17892,8
17894,10
17898,20
17899,27
17901,9
17903,10
17910,1
17912,1
17916,1
17917,10
17918,1
17922,2
17923,3
17929,8
17930,8
17943,1
17945,2
17946,7
17947,4
17948,15
17950,1
17952,1
17957,1
17959,12
17975,17
17976,16
17977,5
17985,15
17988,20
17994,7
17999,6
18002,3
18004,24
18006,16
18007,21
18010,5
18016,21
18029,4
18034,5
18036,11
18037,15
18039,15
18041,12
18048,1
18049,30
18053,28
18056,1
18058,15
18059,5
18061,6
18062,1
18070,1
18071,19
18072,12
18074,8
18075,10
18078,6
18082,14
18088,12
18089,10
18090,1
18092,4
18094,2
18096,2
18097,3
18099,15
18101,8
18108,14
18111,2
18114,1
18119,3
18120,5
18122,9
18124,6
18126,15
18127,9
18128,9
18132,7
18139,29
18148,3
18153,23
18154,6
18157,7
18161,2
18165,14
18167,4
18168,5
18171,2
18173,5
18178,1
18182,27
18183,7
18184,3
18192,4
18198,6
18201,5
18204,15
18205,6
18206,9
18208,18
18214,13
18215,3
18219,33
18222,2
18223,2
18225,1
18230,3
18231,16
18237,3
18241,2
18246,17
18249,1
18251,14
18253,21
18259,29
18261,3
18265,1
18270,26
18272,8
18274,3
18281,2
18286,12
18294,20
18295,1
18301,1
18302,17
18304,1
18305,1
18311,15
18312,13
18314,20
18319,2
18326,5
18329,1
18332,60
18335,1
18338,6
18348,20
18349,1
18350,5
18352,11
18359,2
18362,35
18363,3
18364,4
18365,11
18366,1
18368,3
18377,3
18390,11
18393,10
18395,4
18397,2
18403,3
18406,21
18408,10
18412,9
18416,5
18417,3
18419,3
18422,1
18423,1
18424,4
18426,1
18428,10
18429,13
18434,28
18437,27
18439,14
18442,1
18445,5
18446,15
18450,4
18451,5
18454,10
18455,5
18458,7
18459,3
18465,11
18466,29
18467,8
18473,18
18474,12
18475,6
18476,2
18483,4
18486,6
18491,7
18493,7
18496,18
18501,9
18502,1
18506,6
18507,6
18509,5
18520,17
18522,7
18527,1
18531,8
18532,11
18533,1
18535,1
18537,2
18538,30
18544,23
18546,22
18551,15
18558,9
18560,3
18572,12
18573,14
18580,9
18581,5
18584,10
18585,6
18588,5
18589,26
18593,11
18596,10
18607,3
18608,12
18620,11
18624,18
18625,3
18626,4
18635,7
18636,12
18638,2
18639,2
18641,3
18643,4
18648,24
18649,1
18652,3
18654,4
18655,22
18659,10
18662,17
18666,38
18667,31
18676,24
18682,9
18683,17
18687,4
18689,9
18691,12
18693,1
18695,28
18703,134
18706,10
18714,2
18715,16
18716,8
18717,2
18720,7
18721,32
18722,21
18733,10
18741,1
18742,11
18744,5
18747,16
18749,4
18750,2
18753,22
18754,15
18757,9
18765,6
18769,29
18771,2
18772,34
18774,12
18780,7
18781,7
18784,5
18787,4
18788,22
18802,20
18804,35
18806,29
18810,5
18811,3
18812,10
18814,3
18821,3
18834,42
18836,8
18837,6
18838,1
18839,26
18845,2
18848,8
18851,10
18855,5
18860,47
18861,1
18864,30
18868,14
18869,16
18871,1
18879,5
18886,3
18888,3
18889,41
18890,12
18891,3
18896,2
18902,8
18906,44
18910,3
18913,2
18914,36
18916,3
18922,12
18925,1
18926,8
18927,32
18929,1
18934,1
18935,11
18940,8
18942,36
18943,4
18945,5
18949,15
18950,1
18953,2
18955,29
18956,6
18960,7
18966,21
18967,4
18968,50
18971,3
18983,5
18984,40
18985,1
18986,7
18991,8
18992,4
18994,4
18996,13
19000,2
19009,9
19011,2
19013,5
19014,30
19023,10
19028,8
19034,14
19035,2
19037,4
19046,4
19054,12
19060,6
19063,6
19064,35
19069,15
19070,2
19080,1
19082,4
19090,11
19091,34
19100,2
19101,2
19106,10
19108,1
19115,2
19117,37
19118,9
19124,10
19125,7
19129,4
19133,13
19134,41
19140,43
19142,24
19144,4
19146,1
19148,5
19149,4
19151,2
19155,2
19156,9
19157,1
19161,16
19162,20
19165,1
19170,34
19171,18
19175,5
19179,1
19180,2
19181,2
19186,10
19188,32
19207,3
19215,2
19216,46
19217,9
19219,1
19225,36
19234,48
19235,4
19236,2
19239,1
19242,4
19247,32
19248,61
19250,3
19251,7
19255,2
19256,7
19264,10
19265,1
19266,10
19270,32
19271,9
19272,3
19274,6
19275,3
19280,24
19284,1
19286,7
19292,4
19295,7
19299,6
19300,2
19308,2
19309,1
19310,5
19311,14
19312,1
19315,3
19317,8
19318,12
19319,2
19322,2
19327,6
19332,1
19334,5
19344,2
19348,9
19349,3
19350,7
19355,8
19359,2
19366,2
19368,3
19370,18
19375,5
19380,4
19386,2
19388,2
19394,6
19401,4
19403,8
19409,1
19410,3
19414,2
19420,1
19423,2
19426,1
19433,7
19434,2
19436,6
19439,5
19440,6
19452,7
19454,33
19458,2
19460,5
19467,9
19469,6
19475,19
19478,6
19485,10
19487,11
19496,6
19501,13
19503,1
19504,2
19507,6
19510,9
19512,1
19515,6
19527,2
19537,12
19538,1
19539,7
19552,3
19560,2
19561,7
19563,7
19565,11
19588,7
19589,3
19592,16
19604,6
19606,10
19610,10
19613,11
19623,10
19631,6
19658,9
19673,2
19676,3
19681,4
19693,1
19700,1
19705,1
19719,5
19723,8
19727,11
19732,4
19736,7
19743,8
19744,2
19752,5
19757,11
19758,4
19774,2
19775,25
19778,10
19786,1
19790,5
19791,9
19795,2
19796,5
19797,5
19800,21
19803,11
19804,6
19808,3
19812,12
19813,8
19814,3
19819,7
19821,1
19824,1
19831,5
19832,8
19833,12
19834,8
19836,24
19845,6
19851,7
19853,12
19857,7
19859,3
19860,4
19868,12
19869,19
19870,10
19871,6
19873,37
19881,9
19882,11
19893,7
19902,3
19903,14
19910,4
19913,5
19914,5
19915,1
19917,7
19919,2
19923,8
19928,6
19931,22
19934,13
19943,2
19949,11
19956,2
19960,3
19964,19
19965,14
19979,7
19988,2
19990,7
19993,4
19999,2
20004,6
20012,7
20015,4
20021,7
20023,12
20024,1
20041,6
20049,3
20052,12
20054,5
20060,3
20062,3
20067,9
20071,3
20072,8
20081,16
20085,2
20088,3
20090,1
20093,12
20094,3
20095,1
20098,11
20105,2
20112,17
20116,4
20118,3
20120,3
20125,3
20126,11
20132,7
20133,2
20134,23
20143,16
20149,1
20150,6
20152,5
20153,7
20155,8
20162,2
20165,11
20173,14
20174,11
20184,1
20188,10
20193,4
20194,10
20204,14
20211,8
20212,3
20214,9
20215,66
20218,3
20229,10
20236,5
20238,4
20240,10
20241,19
20242,94
20253,7
20257,1
20262,8
20264,9
20265,4
20266,97
20288,9
20289,9
20294,7
20295,98
20296,17
20297,13
20303,9
20304,1
20305,1
20308,1
20309,67
20314,1
20317,5
20322,6
20326,6
20327,25
20340,3
20346,1
20357,9
20361,11
20362,86
20369,3
20376,6
20382,5
20385,82
20387,11
20391,16
20393,2
20398,11
20399,2
20405,4
20407,3
20408,10
20411,83
20414,10
20415,6
20422,13
20424,5
20425,2
20428,16
20429,16
20438,3
20439,3
20444,3
20449,22
20450,3
20451,6
20454,1
20456,3
20459,2
20464,3
20465,17
20473,16
20474,6
20482,6
20483,3
20488,2
20495,10
20503,15
20507,4
20515,1
20518,13
20528,21
20530,6
20531,1
20533,18
20537,5
20540,2
20542,3
20544,6
20547,76
20556,22
20557,15
20558,2
20562,8
20565,3
20568,2
20570,2
20576,120
20578,2
20582,5
20591,3
20592,20
20593,9
20594,1
20596,1
20599,15
20600,1
20602,2
20608,4
20618,1
20626,19
20627,7
20628,7
20630,11
20634,19
20647,8
20655,4
20662,7
20663,4
20667,2
20676,13
20684,7
20686,2
20687,1
20694,5
20699,11
20704,2
20719,4
20720,10
20732,4
20737,8
20738,2
20741,16
20751,2
20753,6
20754,4
20756,18
20764,5
20766,4
20770,13
20775,8
20780,2
20783,3
20784,9
20788,5
20790,1
20792,11
20803,8
20805,1
20812,2
20813,1
20815,6
20816,4
20817,1
20818,1
20820,13
20830,2
20835,7
20839,3
20848,4
20855,1
20860,5
20862,3
20863,8
20864,6
20868,1
20873,6
20878,7
20888,6
20891,6
20893,6
20901,14
20904,53
20905,8
20915,8
20922,8
20924,34
20925,4
20928,4
20930,6
20935,5
20938,2
20939,1
20942,3
20943,15
20953,5
20957,10
20958,7
20961,56
20967,12
20970,5
20975,1
20983,5
20984,8
20989,6
20992,5
20996,47
20999,2
21000,9
21001,8
21011,9
21013,48
21016,1
21020,11
21021,7
21022,1
21030,12
21033,2
21042,38
21043,1
21046,12
21047,2
21052,1
21063,11
21065,14
21066,4
21069,50
21074,9
21081,11
21095,5
21097,59
21099,9
21104,1
21116,2
21120,10
21124,1
21126,36
21128,2
21129,3
21130,10
21139,5
21140,1
21146,3
21151,3
21153,1
21162,41
21166,9
21169,9
21178,1
21187,11
21188,2
21189,2
21201,1
21204,1
21205,5
21211,1
21216,4
21219,3
21221,9
21226,2
21238,4
21239,3
21245,9
21246,3
21249,10
21251,1
21254,1
21258,5
21263,3
21271,8
21273,3
21274,10
21276,6
21277,2
21280,1
21288,4
21292,5
21293,8
21294,5
21298,17
21300,1
21310,2
21315,2
21320,4
21322,8
21323,5
21332,2
21336,18
21341,4
21345,13
21353,3
21354,5
21362,2
21366,8
21368,12
21373,14
21390,2
21403,14
21413,4
21414,5
21430,18
21439,4
21440,2
21453,7
21459,1
21461,6
21475,3
21482,8
21486,6
21488,5
21498,4
21502,5
21508,2
21531,2
21534,2
21535,1
21536,3
21538,1
21542,3
21547,8
21551,3
21553,6
21558,7
21564,2
21575,3
21577,8
21586,1
21588,1
21598,4
21599,10
21601,29
21616,4
21627,31
21633,7
21635,10
21637,1
21640,6
21653,6
21654,17
21660,8
21661,6
21664,1
21670,1
21671,4
21672,3
21681,22
21684,2
21694,3
21700,1
21703,2
21704,20
21709,1
21713,7
21718,7
21724,5
21734,22
21741,1
21752,7
21758,2
21762,4
21763,15
21766,20
21771,3
21775,8
21789,28
21791,14
21802,4
21805,2
21807,1
21808,2
21823,2
21827,1
21830,2
21832,5
21833,4
21836,2
21845,3
21846,1
21851,2
21869,4
21879,2
21890,4
21894,27
21911,18
21918,5
21920,4
21925,7
21927,25
21930,2
21939,11
21944,8
21947,1
21950,11
21960,21
21963,17
21969,1
